JPY,CNY,HKD,MYR,NZD,SGD
134.65,7.1047,8.6334,4.8043,1.7461,1.5782
133.82,7.1075,8.6514,4.8435,1.7747,1.5847
133.09,7.0954,8.6382,4.8327,1.7801,1.5901
132.82,7.0792,8.6321,4.7325,1.7478,1.58
134.98,7.137,8.7026,4.7613,1.7679,1.5901
135.21,7.1537,8.7226,4.7391,1.7766,1.5938
134.87,7.1514,8.7079,4.7,1.7749,1.5869
136.07,7.1579,8.692,4.6998,1.7536,1.5842
136.16,7.1998,8.7327,4.7165,1.7477,1.5844
135.62,7.2281,8.7452,4.7752,1.7469,1.5793
136.46,7.3079,8.8383,4.8413,1.7558,1.6006
137.84,7.3786,8.9182,4.8489,1.7596,1.6084
137.8,7.3636,8.9137,4.9063,1.7527,1.6275
138.4,7.2064,8.7441,4.6915,1.6936,1.5852
138.5,7.1449,8.6695,4.592,1.6898,1.5702
137.31,7.0614,8.5594,4.529,1.6789,1.5505
137.44,7.072,8.5764,4.524,1.68,1.5514
138.22,7.0983,8.6077,4.553,1.6927,1.5644
138.7,7.1396,8.664,4.5583,1.7033,1.5667
138.23,7.1078,8.612,4.4555,1.6895,1.5539
138.45,7.1234,8.65,4.5061,1.6847,1.5652
137.99,6.9923,8.5743,4.3927,1.6866,1.5465
136.67,6.8058,8.4968,4.3144,1.6668,1.5191
136.43,6.794,8.4811,4.296,1.6647,1.5136
135.94,6.7593,8.4401,4.2588,1.6665,1.508
135.23,6.758,8.4386,4.2202,1.6641,1.5057
136.07,6.8143,8.5084,4.2271,1.663,1.5104
136.07,6.8002,8.4903,4.2181,1.6618,1.5087
136.34,6.8102,8.5032,4.2015,1.6769,1.5082
136.25,6.8027,8.492,4.1837,1.6577,1.5053
136.5,6.8486,8.5494,4.2028,1.6531,1.5075
136.46,6.8459,8.5457,4.206,1.6545,1.5073
136.23,6.8668,8.5708,4.2242,1.6741,1.5152
135.7,6.7918,8.4793,4.1844,1.667,1.5039
136.15,6.8299,8.5255,4.1846,1.6477,1.5029
134.98,6.7695,8.4498,4.1359,1.6562,1.4889
135.17,6.7479,8.4229,4.1309,1.646,1.4841
134.83,6.7378,8.4117,4.1349,1.6486,1.4895
135.01,6.7615,8.4394,4.1343,1.6619,1.487
134.9,6.7496,8.4229,4.1311,1.6674,1.4854
135.95,6.8357,8.533,4.1867,1.6445,1.4999
136.02,6.8478,8.55,4.1912,1.6468,1.5002
136.3,6.8597,8.5653,4.2059,1.647,1.4955
136.88,6.9452,8.6697,4.2436,1.657,1.5075
134.3,6.8632,8.5693,4.1952,1.6399,1.4931
133.88,6.8449,8.5472,4.1979,1.6484,1.4917
133.88,6.7909,8.4771,4.1727,1.6487,1.4841
135.11,6.8337,8.5338,4.2018,1.644,1.4876
136.38,6.8856,8.6021,4.1937,1.6581,1.4953
136.82,6.8659,8.5778,4.1777,1.6597,1.4963
136.63,6.8838,8.6053,4.1756,1.6415,1.4982
137.01,6.9366,8.674,4.2185,1.6548,1.5068
136.81,6.9121,8.6306,4.207,1.6268,1.5016
138.58,6.9553,8.6842,4.2416,1.6347,1.51
138.52,6.958,8.6866,4.2107,1.6211,1.5032
138.93,6.9619,8.6927,4.2182,1.6297,1.5061
138.72,6.9539,8.6859,4.1925,1.6381,1.5006
139.8,7.0446,8.7944,4.2345,1.6484,1.5141
139.19,7.016,8.7585,4.2298,1.6393,1.511
139.94,7.0786,8.8415,4.2231,1.6399,1.5186
139.78,7.001,8.7445,4.2356,1.6284,1.5189
138.42,6.9651,8.6949,4.2107,1.6058,1.5098
138.54,6.9653,8.6972,4.2185,1.6053,1.5107
138.78,6.9655,8.699,4.2106,1.6083,1.5126
138.95,6.9707,8.7078,4.2062,1.6042,1.5135
138.69,7.0008,8.7446,4.2169,1.5689,1.5168
139.56,6.981,8.7211,4.2212,1.5715,1.5196
139.84,6.9278,8.6536,4.2075,1.5776,1.5165
139.97,6.9596,8.6979,4.1766,1.5713,1.5122
140.47,7.0177,8.7733,4.1867,1.5834,1.5221
138.46,6.9026,8.633,4.1079,1.5586,1.5018
137.52,6.8358,8.5539,4.0769,1.5487,1.4945
135.79,6.7807,8.4871,4.0368,1.5372,1.4795
135.95,6.7994,8.5052,4.0195,1.5405,1.4799
135.36,6.7568,8.4484,3.9797,1.5213,1.4723
134.37,6.7338,8.4222,3.9615,1.5031,1.4691
134.07,6.7785,8.4706,3.9642,1.4981,1.4707
133.39,6.8098,8.51,3.9668,1.5025,1.4728
135.01,6.9194,8.6543,4.0013,1.5169,1.4848
134.79,6.898,8.6322,4.0123,1.5239,1.4875
134.43,6.8974,8.6193,4.018,1.5143,1.4851
134.36,6.9384,8.6668,4.0207,1.5103,1.4885
136.33,7.0661,8.8283,4.065,1.5356,1.5056
135.78,7.0278,8.7803,4.0449,1.5237,1.5023
136.12,7.0812,8.851,4.0762,1.5199,1.5053
134.31,6.9622,8.6987,4.036,1.5061,1.4916
134.85,6.9822,8.7133,4.0609,1.5239,1.5013
133.64,6.9194,8.6381,4.0102,1.5115,1.4871
134.9,6.9639,8.7002,4.0362,1.5085,1.4923
134.72,7.0129,8.7642,4.0671,1.5108,1.5049
134.59,6.963,8.7053,4.0089,1.499,1.4899
133.92,6.895,8.6169,4.0166,1.4822,1.4862
134.07,6.9245,8.646,4.0152,1.4727,1.4861
133.26,6.9568,8.6925,3.9895,1.4727,1.4815
131.2,6.8211,8.5278,3.9178,1.431,1.4557
130.09,6.7806,8.4696,3.8755,1.4226,1.4433
129.23,6.7311,8.3877,3.8533,1.425,1.4435
129.36,6.7053,8.3886,3.8686,1.4305,1.4477
129.36,6.6764,8.3484,3.9067,1.4259,1.4513
128.45,6.6543,8.3258,3.8619,1.3922,1.4456
127.75,6.6358,8.2926,3.8859,1.3884,1.4443
127.68,6.6543,8.3134,3.893,1.397,1.4464
128.45,6.7013,8.382,3.911,1.4025,1.4522
127.64,6.6377,8.3031,3.9046,1.4038,1.4502
126.52,6.5644,8.2004,3.9206,1.4104,1.4402
126.67,6.5633,8.1872,3.9092,1.4169,1.44
127.2,6.5552,8.1779,3.9172,1.4187,1.4491
127.32,6.5626,8.1919,3.876,1.4059,1.4439
129.22,6.6863,8.35,3.906,1.4188,1.4586
130.09,6.7377,8.4183,3.9431,1.4315,1.4706
130.33,6.7241,8.4086,3.9527,1.4423,1.4724
129.59,6.7105,8.3958,3.964,1.4499,1.4719
129.29,6.6662,8.3382,3.9785,1.4472,1.4696
128.95,6.671,8.3422,3.9873,1.4388,1.4774
130.02,6.7324,8.41,4.0246,1.4417,1.4898
129.39,6.7478,8.4181,3.9994,1.4342,1.4862
130.67,6.8174,8.509,4.0212,1.4429,1.4987
131.13,6.8244,8.5191,4.0271,1.4322,1.5023
130.89,6.7981,8.4912,3.9951,1.4301,1.4937
130.8,6.7812,8.4628,4.032,1.4314,1.4956
130.26,6.6864,8.3615,4.0199,1.4401,1.4938
129.12,6.614,8.2842,3.9555,1.4453,1.4809
128.35,6.5982,8.2178,3.9292,1.4461,1.4735
128.9,6.6468,8.2573,3.9311,1.4444,1.4767
127.96,6.6113,8.1976,3.9074,1.4307,1.467
128.41,6.6172,8.2114,3.9021,1.4397,1.4679
128.29,6.6458,8.2439,3.9061,1.4329,1.4623
128.33,6.6245,8.2102,3.9109,1.4608,1.4676
130.29,6.7236,8.3326,3.9786,1.4729,1.4889
131.31,6.8034,8.4264,3.9943,1.473,1.4979
131.48,6.8651,8.5055,3.9923,1.4627,1.5004
133.1,6.9382,8.5847,4.0416,1.4777,1.5156
133.15,6.9734,8.6266,4.0629,1.465,1.5207
133.74,7.0043,8.6609,4.0597,1.4807,1.5222
134.47,7.0456,8.706,4.0771,1.4907,1.5303
134.05,7.0485,8.7167,4.0576,1.4849,1.5289
134.54,7.0831,8.776,4.0483,1.4919,1.5293
134.92,7.1025,8.7997,4.0908,1.5031,1.5378
135.36,7.0842,8.7876,4.1257,1.5225,1.542
134.5,7.0686,8.7631,4.1093,1.5041,1.5384
133.91,7.0642,8.7635,4.1221,1.496,1.536
135.52,7.1229,8.8331,4.1309,1.5148,1.5466
135.69,7.1133,8.8229,4.12,1.5147,1.5475
135.61,7.1403,8.8568,4.0919,1.5141,1.5463
135.26,7.1292,8.85,4.0846,1.5193,1.5481
135.46,7.1011,8.8264,4.0683,1.5312,1.5439
135.72,7.073,8.7849,4.0874,1.5373,1.5397
135.5,7.063,8.7726,4.0918,1.5272,1.5388
134.67,7.0512,8.7595,4.0434,1.5266,1.5322
133.72,7.0428,8.7416,4.0142,1.5203,1.5282
134.28,7.1535,8.8739,4.0347,1.5414,1.5377
133.98,7.1307,8.8455,4.0605,1.5428,1.5359
134.49,7.1526,8.8753,4.0824,1.5486,1.5396
133.48,7.118,8.8214,4.0819,1.5742,1.5362
133.06,7.0771,8.7702,4.0989,1.5562,1.53
133.08,7.0639,8.7636,4.11,1.5568,1.5292
133.43,7.0672,8.7722,4.1089,1.5552,1.5305
133.7,7.0869,8.7939,4.1048,1.5157,1.5345
133.08,7.0603,8.7652,4.0741,1.5199,1.5167
133.03,7.0324,8.717,4.0584,1.5128,1.5111
132.12,6.975,8.6809,4.0281,1.5032,1.5058
136.7,7.2144,9.0074,4.1617,1.5344,1.5479
136.07,7.2017,8.9879,4.1828,1.5124,1.5455
137.37,7.1948,8.9772,4.1771,1.5014,1.5502
136.27,7.2188,8.9963,4.1447,1.4914,1.5453
135.06,7.1926,8.983,4.1234,1.4871,1.5363
136.48,7.2509,9.0751,4.1689,1.4883,1.5479
137.48,7.2968,9.1301,4.2317,1.525,1.5724
139.56,7.3028,9.1348,4.2322,1.5215,1.5735
140.56,7.3194,9.1518,4.2105,1.5222,1.5775
140.81,7.3321,9.1593,4.2054,1.5115,1.5789
141,7.3152,9.1265,4.189,1.5113,1.5753
141.17,7.3512,9.1743,4.2376,1.5275,1.5844
141.69,7.4022,9.2376,4.255,1.5378,1.5905
143,7.4111,9.2409,4.2215,1.5515,1.592
145.21,7.4759,9.3402,4.2349,1.5609,1.6
